id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
33147420,新潮宿一号院_慕田峪长城•私享民宿•送豪华早餐•亲子聚会•团建•地暖,249574527,新潮宿,,怀柔区 / Huairou,40.39732,116.56317,Entire home/apt,4607,1,20,2021-09-04,0.61,6,352,2,
33153419,怀柔-昌平 北洞·乡宿【整院3居】12人轰趴团建亲子聚会烧烤丨水长城丨响水湖丨撞道口长城丨十三陵景区,118809147,玥,,怀柔区 / Huairou,40.40538,116.37734,Entire home/apt,5236,1,5,2021-08-18,0.15,1,260,1,
33176284,冬日有地暖｜赠送早餐｜慕田峪长城花生民宿包院｜5居温暖阳光星空房6卫1院1厨1大露台,27395637,Alice Yaping,,怀柔区 / Huairou,40.3787,116.55383,Entire home/apt,4137,1,23,2020-08-22,0.70,8,177,0,
33184519,十渡聚祥达山景大床房（205）（近蹦极，高山漂流）,218586938,十渡聚祥达民宿,,房山区,39.63125,115.59969,Private room,318,1,2,2021-07-09,0.07,11,113,1,
33185054,十渡聚祥达温馨家庭房（两个房间）（近蹦极，栈道和漂流）,218586938,十渡聚祥达民宿,,房山区,39.63321,115.60126,Private room,508,1,3,2021-08-02,0.10,11,114,1,
33185471,十渡聚祥达小院整租（山景玻璃大露台）,218586938,十渡聚祥达民宿,,房山区,39.63147,115.59949,Entire home/apt,2680,1,4,2021-07-10,0.12,11,113,1,
33228905,逸居小院轰趴式别墅,209708106,津梅,,延庆县 / Yanqing,40.35501,115.98443,Entire home/apt,2818,1,0,,,6,98,0,
33234374,长城脚下优雅两居亲子观景房,248763189,国金,,密云县 / Miyun,40.65866,117.24484,Entire home/apt,429,1,0,,,1,90,0,
33259714,怀柔青龙峡雁西湖山景雅致精品民宿《可预订农家私房菜》,233592874,萍,,怀柔区 / Huairou,40.44966,116.70093,Private room,288,1,3,2020-12-31,0.09,3,89,1,
33262506,清怡居驿站|团建踏青大赏怀柔风景,250466616,玟军,,怀柔区 / Huairou,40.4531,116.69855,Private room,2888,1,1,2021-04-20,0.12,1,364,1,
33269345,【初见臻选•染指年华】国贸/7号线/cbd/双井/大郊亭/欢乐谷/后现代城/网红/高层落地窗高端公寓,250526093,初见臻选,,朝阳区 / Chaoyang,39.898971271896094,116.4867116626619,Entire home/apt,369,1,37,2021-08-14,1.11,18,175,10,
33279025,地铁五号线、二号线、机场快轨步行可到，二环内草园宾馆超大家庭房，可提供停车位。,249124240,毓琦,,东城区,39.94174,116.42396,Private room,338,1,6,2021-09-16,0.19,10,365,1,
33304098,红梨小院，远离城市的喧嚣，携家人及朋友共同享受静静的生活吧！同时也欢迎徒步露营团队到此休憩补给！,250818523,先生,,密云县 / Miyun,40.38991,117.22073,Entire home/apt,2157,2,1,2021-05-03,0.13,1,90,1,
33335057,【花筑】延庆度假区|龙泉峪长城|水泉沟|烧烤聚会团建|两室一厅|观景露台|观山戏水|桃乐谷一号院,165407716,Rongrong,,延庆县 / Yanqing,40.39872,116.15346,Entire home/apt,2086,1,1,2019-07-07,0.03,4,357,0,
33347070,山地滑雪-密云水库-日光山谷-华润希望小镇清-轻奢华独栋别墅庭院-全自助入住田园山水风光度假聚会圣地,251212181,伟涛,,密云县 / Miyun,40.44091,116.92654,Entire home/apt,1088,1,21,2021-06-24,0.65,3,178,3,
33347174,峪景山居-长城小舍~步行一公里就可到达响水湖景区，小院后面就是长城，风景优美，交通便利。,211310888,玉如,,怀柔区 / Huairou,40.41485,116.46607,Entire home/apt,1688,1,1,2020-06-13,0.05,1,340,0,
33357406,昊昱客栈农家院10,98775302,杜海利,,延庆县 / Yanqing,40.52175,116.15312,Private room,168,1,0,,,1,337,0,
33387093,【花筑】延庆度假区|龙泉峪长城|烧烤聚会团建|一室一厅|观景露台|儿童滑梯|观山戏水|桃乐谷六号院,165407716,Rongrong,,延庆县 / Yanqing,40.39945,116.15224,Entire home/apt,1757,1,0,,,4,361,0,
33387617,【花筑】延庆度假区|龙泉峪长城|烧烤聚会团建|两室一厅|观景露台|儿童滑梯|观山戏水|桃乐谷二号院,165407716,Rongrong,,延庆县 / Yanqing,40.39741,116.15225,Entire home/apt,3166,1,0,,,4,361,0,
33409383,雁栖湖神堂峪「金子精品民宿」·归心贰号院,251686186,金弘杨,,怀柔区 / Huairou,40.41382,116.60193,Entire home/apt,642,1,12,2021-10-30,0.37,9,365,3,
33409593,雁栖湖神堂峪「金子精品民宿」默野·贰号院,251686186,金弘杨,,怀柔区 / Huairou,40.41209,116.60068,Entire home/apt,899,1,8,2021-09-11,0.27,9,365,3,
33410221,转年雅舍,251677103,志平,,怀柔区 / Huairou,40.69566,116.56971,Entire home/apt,2523,1,2,2021-02-15,0.07,1,180,1,
33437058,雁栖湖神堂峪「金子精品民宿」·云栖贰号院,251686186,金弘杨,,怀柔区 / Huairou,40.41197,116.60042,Entire home/apt,409,1,5,2020-08-25,0.18,9,365,0,
33461302,十渡舒适高性价比双人标准间,251077176,山,,房山区,39.6324,115.59181,Entire home/apt,405,1,0,,,1,364,0,
33464135,雁栖湖神堂峪「金子精品民宿」無舍两室一厅·贰号院,251686186,金弘杨,,怀柔区 / Huairou,40.41221,116.6027,Entire home/apt,1023,1,1,2020-07-14,0.06,9,357,0,
33464292,雁栖湖神堂峪「金子精品民宿」栖迟四人间·壹号院,251686186,金弘杨,,怀柔区 / Huairou,40.41256,116.60049,Entire home/apt,635,1,3,2020-07-06,0.09,9,364,0,
33464499,雁栖湖神堂峪「金子精品民宿」微澜·壹号院,251686186,金弘杨,,怀柔区 / Huairou,40.41365,116.6025,Entire home/apt,536,1,6,2020-10-08,0.21,9,365,0,
33464530,近世园会双层小院！烧烤、搓麻适合8～14人度假。近玉渡山、长城、野鸭湖。距世园会车程仅5分钟。,251661854,小康,,延庆县 / Yanqing,40.40963,115.93218,Entire home/apt,1874,1,10,2021-06-12,0.30,1,69,1,
33464647,雁栖湖神堂峪「金子精品民宿」·河畔露台壹号院,251686186,金弘杨,,怀柔区 / Huairou,40.41283,116.60153,Private room,325,1,6,2020-09-10,0.18,9,364,0,
33464759,雁栖湖神堂峪「金子精品民宿」覌山帐幔·壹号院,251686186,金弘杨,,怀柔区 / Huairou,40.41381,116.60204,Private room,518,1,12,2021-07-31,0.37,9,362,4,
33464887,雁栖湖神堂峪「金子精品民宿」夕霞山景阁楼·壹号院,251686186,金弘杨,,怀柔区 / Huairou,40.41215,116.60245,Private room,1155,1,5,2021-11-07,0.15,9,362,1,
33466031,桃源·山-延庆滑雪世界园艺博览会原乡美利坚美式度假小镇2居亲子湖景山景房长城海坨山龙庆峡野鸭湖方便,206164564,桃子,,延庆县 / Yanqing,40.4598,115.77441,Entire home/apt,1000,1,32,2021-09-28,0.97,8,180,10,
33478369,北京溪山客民宿,252255598,蕊,,昌平区,40.33576,116.19909,Entire home/apt,3451,1,2,2019-04-21,0.06,1,337,0,
33479647,山里.HOME1号院～白河湾,215299746,树云,,怀柔区 / Huairou,40.65078,116.67047,Private room,1679,1,1,2021-05-01,0.13,3,180,1,
33480573,山里.HOME2号院～白河湾,215299746,树云,,怀柔区 / Huairou,40.66865,116.68768,Private room,3666,1,3,2021-09-19,0.09,3,181,2,
33482286,怀柔32公里小院 轰趴 亲子 度假,252286894,笛,,怀柔区 / Huairou,40.44099,116.6281,Entire home/apt,2680,1,0,,,1,340,0,
33484411,北京怀柔慕田峪长城附近*一处有温度的*休闲*度假小院儿,252306454,超,,怀柔区 / Huairou,40.38377,116.53435,Private room,1988,1,4,2021-10-13,0.12,1,128,2,
33512523,延庆 百里山水画廊景区 大隐山居民宿 周末度假 禅心 放松避暑 loft公寓 种草京郊最美 烧烤吃,222981770,斯琪,,延庆县 / Yanqing,40.699368575744316,116.27748089687493,Private room,680,1,9,2020-08-26,0.28,5,267,0,
33532343,【地暖全开 室温保障】古北水镇(Gubei W Town)完美山景房～长城脚下的星星别墅 带私家庭院,144684882,PeiyingLau,,密云县 / Miyun,40.6547,117.27562,Entire home/apt,526,1,53,2021-10-22,1.64,4,86,13,
33535605,延庆 百里山水画廊景区 大隐山居 周末度假 修心 无污染 避暑民宿 网红大床 放松 安逸星星 回忆,222981770,斯琪,,延庆县 / Yanqing,40.70324,116.27944,Private room,488,1,8,2021-10-05,0.25,5,267,1,
33535937,延庆 百里山水画廊景区 大隐山居民宿 度假 旅游 养心 看山避暑 体验深呼吸 网红看星星 亲子 烧烤,222981770,斯琪,,延庆县 / Yanqing,40.70071,116.27666,Private room,480,1,1,2019-06-02,0.03,5,267,0,
33543929,清凉谷地中海亲子房106#,250241366,琼兰,,密云县 / Miyun,40.61474,116.78528,Private room,478,1,1,2019-05-04,0.03,12,204,0,
33546580,「福膳院子」毗邻长城私家花园别墅 田园雅趣观星 烧烤K歌 VR游戏 轰趴 支持80人团建会议可停大巴,224871232,Emily,,昌平区,40.22584,116.16498,Entire home/apt,8194,1,0,,,3,82,0,
33546790,京郊烧烤聚会轰趴休闲娱乐亲子菜园手工体验,250862877,焱,,顺义区 / Shunyi,40.22331,116.56772,Entire home/apt,2810,1,11,2021-10-23,0.34,1,14,9,
33564386,清凉谷地中海亲子房105#,250241366,琼兰,,密云县 / Miyun,40.61508,116.78535,Private room,478,1,3,2020-07-25,0.11,12,203,0,
33565277,可凡之家·八达岭南园温馨2卧A公寓（八达岭长城；世园会）,43986556,可凡,,延庆县 / Yanqing,40.35276,115.9845,Entire home/apt,614,1,0,,,15,365,0,
33566157,歇宿十三陵望山院子山景别墅红房子，享受亲近自然慢生活,66853077,Heather,,昌平区,40.31122,116.20172,Entire home/apt,1486,1,20,2021-10-02,0.60,3,177,1,
33607034,Peanut@Mutianyu Greatwall榻榻米阳光大套房,27395637,Alice Yaping,,怀柔区 / Huairou,40.37833,116.55404,Private room,820,1,4,2020-09-08,0.12,8,153,0,
33619658,水润南园小院,95781135,Zheng-Nan,,密云县 / Miyun,40.6218,117.26556,Private room,388,1,2,2021-09-19,0.06,3,0,1,
33621300,歇宿十三陵望山院子山景别墅绿房子，享受亲近自然慢生活,66853077,Heather,,昌平区,40.31168,116.20163,Entire home/apt,1486,1,31,2021-10-06,0.94,3,170,4,
33623425,香榭一号院,144765511,秉茹,,昌平区,40.25841,116.36472,Entire home/apt,3500,1,3,2020-01-01,0.09,1,365,0,
33623876,延庆世园会、玉渡山、龙庆峡、八达岭周边三室一厅一卫独立民宿，朴实的延庆人为您服务,246127150,萌,,延庆县 / Yanqing,40.43615,116.03044,Entire home/apt,598,1,4,2021-10-03,0.12,2,269,1,
33625451,北京世园会.旮旯犄角高端民宿,243838842,晓琳,,延庆县 / Yanqing,40.41191,115.94465,Entire home/apt,3980,1,1,2021-02-11,0.09,9,0,1,
33630912,「墨青小筑」极简轻奢 私享五星级民宿 爱奇艺综艺拍摄地 kTV室 会议大厅 近慕田峪红螺寺 可开发票,32301673,Sally,,怀柔区 / Huairou,40.37886,116.54596,Entire home/apt,6102,1,16,2021-12-02,0.49,1,172,3,
33644180,可开发票，靠近簋街雍和宫的草园宾馆温馨朝阳家庭房,249124240,毓琦,,东城区,39.94297,116.42229,Private room,338,1,14,2021-10-23,0.43,10,365,3,
33649602,花生民宿温暖阳光星空大床套房@慕田峪长城,27395637,Alice Yaping,,怀柔区 / Huairou,40.37671,116.55412,Private room,843,1,8,2019-05-15,0.24,8,154,0,
33650200,#Peanut#15min bus to Mutianyu Greatwall suite,27395637,Alice Yaping,,怀柔区 / Huairou,40.37796,116.55437,Private room,899,1,7,2021-05-16,0.21,8,174,1,
33651626,中式古典风民宿2人间独卫（同类2套可加床）,76033312,Jane,,平谷区 / Pinggu,40.30291,117.25915,Private room,494,1,3,2020-06-25,0.10,6,267,0,
33652179,【冬季营业有地暖】花生民宿温暖阳光星空榻榻米大床房赠送早餐@慕田峪长城,27395637,Alice Yaping,,怀柔区 / Huairou,40.37804,116.55258,Private room,698,1,7,2019-12-06,0.21,8,155,0,
33653517,山景房包院游泳烧烤聚会（6间房，可住18-20人）,76033312,Jane,,平谷区 / Pinggu,40.30458,117.25719,Entire home/apt,2373,1,0,,,6,267,0,
33653733,两室一厅中式古典整套独院两卫游泳烧烤,76033312,Jane,,平谷区 / Pinggu,40.30473,117.25735,Entire home/apt,1108,1,2,2021-06-13,0.06,6,267,1,
33654308,两室一厅大卧室古典风石头房壁炉民宿（4个双人床）游泳烧烤独院,76033312,Jane,,平谷区 / Pinggu,40.30282,117.25891,Entire home/apt,813,1,1,2021-05-02,0.13,6,267,1,
33656060,平谷石林峡天云山桃花海闲庭雅院民宿3人里外间2张床,76033312,Jane,,平谷区 / Pinggu,40.30262,117.25883,Entire home/apt,268,1,10,2021-08-11,0.31,6,267,1,
33663578,京宿 慕田峪长城 响水湖 红螺寺,167888242,杨海舰,,怀柔区 / Huairou,40.40387,116.55718,Entire home/apt,1260,1,9,2021-11-20,0.27,1,361,2,
33667427,#千寻民宿# #有暖气#一个属于大人小孩的乐园  （订房送烤鱼）红螺寺雁栖湖,253752591,希希,,怀柔区 / Huairou,40.3674,116.63913,Entire home/apt,2661,1,11,2021-10-30,0.34,1,178,3,
33672317,顺义五彩浅山百草园 - 家庭亲子聚会度假1500平米院落200平米房屋,62595471,He,,顺义区 / Shunyi,40.16131,116.9259,Entire home/apt,2031,1,17,2020-10-06,0.52,1,6,0,
33672555,花生民宿温暖阳光星空榻榻米大床房@慕田峪长城,27395637,Alice Yaping,,怀柔区 / Huairou,40.37645,116.55332,Private room,627,1,4,2019-06-09,0.12,8,152,0,
33690453,簋街/雍和宫/东直门/北新桥交通四通八达，步行可到的草园宾馆双床标准房,249124240,毓琦,,东城区,39.94378,116.42282,Private room,298,1,9,2021-05-04,0.28,10,365,1,
33692554,密云白道峪云蒙三峪、青龙峡、清凉谷、云蒙山休闲度假民宿,128034930,连锁,,密云县 / Miyun,40.48225,116.7641,Entire home/apt,1303,1,15,2021-10-03,0.46,1,179,6,
33693750,【德闲民宿】房子坐落在怀柔的北部山区，蓝天白云，常年没有雾霾，是天然的养吧。,253602677,晓霞,,怀柔区 / Huairou,40.73337,116.63028,Entire home/apt,3380,1,0,,,1,0,0,
33695519,桃源·田-北京延庆滑雪世园会原乡美利坚美式度假小镇复式三居山景湖景亲子房野鸭湖长城龙庆峡海坨山,206164564,桃子,,延庆县 / Yanqing,40.46427,115.77779,Entire home/apt,1199,1,14,2021-09-11,0.43,8,365,4,
33697959,大自在民宿且慢房间,205384209,悦珊,,延庆县 / Yanqing,40.42144,115.88997,Private room,788,1,1,2020-11-01,0.07,1,23,0,
33720239,世园晓舍-长城脚下妫水湖畔紧邻世园的暖心公寓,254190283,云霞草堂,,延庆县 / Yanqing,40.41673,116.01829,Entire home/apt,308,1,10,2020-10-04,0.31,1,0,0,
33724310,北京鸟鸣涧乡村民宿,254227763,118****709,,平谷区 / Pinggu,40.31976,117.08522,Entire home/apt,1280,1,4,2021-10-04,0.15,2,0,2,
33730887,清凉谷景区附近农家院,197914852,月,,密云县 / Miyun,40.63609,116.74988,Entire home/apt,998,1,1,2019-07-07,0.03,3,298,0,
33731575,清凉谷景区附近农家小院,197914852,月,,密云县 / Miyun,40.63833,116.74867,Entire home/apt,1080,1,5,2021-10-03,0.16,3,298,2,
33734396,古北水镇 【长城怡景】【浩瀚星空】半山景观亲子度假别墅【可住2~6人】【接送服务】,91232524,Christina,,密云县 / Miyun,40.65527,117.24605,Entire home/apt,980,1,49,2021-11-05,1.51,1,110,9,
33750865,【秋实庭院】顺义老北京四合院【整院】幽静庭院，潮白河边汉石桥湿地公园，团建 聚会 生日 亲子,254423201,163****141,,顺义区 / Shunyi,40.06338,116.76107,Private room,1451,1,28,2021-07-24,0.86,1,363,2,
33757621,私逸F,226618361,E家美宿,,西城区,39.88252,116.31898,Entire home/apt,599,1,9,2021-06-23,0.27,14,360,3,
33764793,【花筑】妫心宿|1号四合院|团建|聚会|烧烤|免费停车|柳沟|豆腐宴|长城|龙庆峡,246912399,青霖,,延庆县 / Yanqing,40.44634,116.09847,Entire home/apt,1220,1,8,2020-10-05,0.26,2,352,0,
33765221,"延庆世园会八达岭长城村中小院
四个卧室，两个独立大床房，两个三人房",241195421,小院大姐,,延庆县 / Yanqing,40.40189,115.96727,Entire home/apt,1923,1,26,2021-06-12,0.80,1,51,2,
33778687,清凉谷地中海大床房209,250241366,琼兰,,密云县 / Miyun,40.61661,116.78733,Entire home/apt,482,1,1,2020-10-05,0.07,12,203,0,
33784069,清凉谷地中海亲子房107#,250241366,琼兰,,密云县 / Miyun,40.61656,116.78445,Private room,478,1,1,2021-08-02,0.21,12,204,1,
33784170,清凉谷地中海家庭房203#,250241366,琼兰,,密云县 / Miyun,40.61655,116.78388,Private room,478,1,1,2021-10-04,0.37,12,0,1,
33784242,清凉谷地中海家庭房205#,250241366,琼兰,,密云县 / Miyun,40.61643,116.78358,Entire home/apt,478,1,1,2021-06-11,0.15,12,0,1,
33788245,十渡蓝庭小院民宿清新大床房（近蹦极可包院儿）,210882088,蓝庭,,房山区,39.63193,115.59988,Private room,158,1,0,,,6,82,0,
33824068,房山区幽岚山坡峰岭卉苑农家院,248753876,亚娜,,房山区,39.68505,115.86593,Private room,788,1,0,,,1,62,0,
33825076,山地滑雪-密云水库-华润希望小镇阁老峪-日光山谷雅致小居自助入住-山水风光-度假休闲养身静心独立房间,251212181,伟涛,,密云县 / Miyun,40.44039,116.92863,Private room,1031,1,0,,,3,78,0,
33837879,雾灵山北门近古北水镇，无限玩漂流，精品民宿木屋带私家小院 壹号院,187386039,文凯,,密云县 / Miyun,40.64861,117.44737,Entire home/apt,584,1,0,,,13,267,0,
33838140,雾灵山北门，近古北水镇，依山傍水两居小木屋，带私家庭院,187386039,文凯,,密云县 / Miyun,40.64833,117.44891,Entire home/apt,1059,1,4,2021-08-05,0.26,13,0,3,
33838672,雾灵山北门近古北水镇，无限玩漂流，精品民宿木屋带私家小院 贰号院,187386039,文凯,,密云县 / Miyun,40.65022,117.4495,Entire home/apt,555,1,0,,,13,267,0,
33839972,雾灵山北门，近古北水镇，依山傍水木屋三居室，自带小院壹号院,187386039,文凯,,密云县 / Miyun,40.65054,117.44919,Entire home/apt,1545,1,10,2021-08-24,0.31,13,0,4,
33840035,清凉谷地中海家庭房206#,250241366,琼兰,,密云县 / Miyun,40.61469,116.78642,Entire home/apt,478,1,0,,,12,0,0,
33840141,清凉谷地中海家庭房208#,250241366,琼兰,,密云县 / Miyun,40.61654,116.78606,Private room,478,1,4,2021-08-17,0.12,12,0,1,
33840387,游黑龙潭，清凉谷最佳民宿-霞客居吧2号店,187386039,文凯,,密云县 / Miyun,40.60881,116.79264,Entire home/apt,2065,1,8,2021-08-19,0.25,13,360,2,
33843752,清凉谷地中海家庭房10#,250241366,琼兰,,密云县 / Miyun,40.61615,116.78419,Private room,478,1,0,,,12,68,0,
33843811,清凉谷民宿大炕房12#,250241366,琼兰,,密云县 / Miyun,40.61663,116.78639,Entire home/apt,480,1,3,2021-09-23,0.11,12,0,2,
33843859,【花筑】北欧风民宿|慕田峪长城|雁栖湖|整栋别墅|团建轰趴|BBQ|KTV|麻将|免费停车|可做饭,255537440,伯鑫,,怀柔区 / Huairou,40.38915,116.52835,Entire home/apt,1538,1,0,,,1,357,0,
33846505,古北水镇馥郁民宿亲子房双床标间【四喜】,250258100,馥郁,,密云县 / Miyun,40.64729,117.21246,Private room,437,1,4,2021-10-06,0.14,4,81,2,
33847492,古北水镇馥郁民宿--小清新双床标间【五福】,250258100,馥郁,,密云县 / Miyun,40.65314,117.27541,Private room,461,1,6,2020-10-07,0.19,4,81,0,
33848610,古北水镇馥郁民宿--榻榻米【七月】,250258100,馥郁,,密云县 / Miyun,40.64648,117.20893,Private room,370,1,1,2019-09-16,0.04,4,81,0,
33849042,古北水镇馥郁民宿--双床标间【九妹】,250258100,馥郁,,密云县 / Miyun,40.64827,117.20728,Private room,368,1,1,2019-09-16,0.04,4,81,0,
33858925,｛十月阳光｝KTV、台球、烧烤、长城脚下轰趴联排别墅阳光充沛六居室,255671249,世佳,,延庆县 / Yanqing,40.35461,115.98481,Entire home/apt,2723,1,11,2021-05-15,0.35,2,359,2,
33863088,雾灵山长城脚下北京王秀兰民宿-庭院房,219396369,秀兰,,密云县 / Miyun,40.657,117.3797,Private room,285,1,0,,,5,81,0,
33865938,家庭三人间,216831253,赵海菊,,延庆县 / Yanqing,40.36399,115.99618,Private room,188,1,5,2021-06-10,0.17,2,82,1,
33885172,水源·九度   三月十里桃花景 小资情调的花园小院 /滑梯/麻将/游戏,67263311,水源,,怀柔区 / Huairou,40.36424,116.37497,Entire home/apt,1551,1,10,2021-07-24,0.32,3,348,3,
33885180,｛十月阳光｝八达岭长城脚下可玩麻将南北通透阳光大两居,255671249,世佳,,延庆县 / Yanqing,40.35234,115.98452,Entire home/apt,528,1,2,2021-10-04,0.06,2,172,1,
33885626,观城·春分 | 豪华民宿  （新店开业特惠） 响水湖 慕田峪长城   品赏天然食材  领略自然风光,47672470,影,,怀柔区 / Huairou,40.46829,116.48267,Private room,800,1,0,,,2,365,0,
33887909,古堡35号院,255918921,亚军,,密云县 / Miyun,40.63655,117.37956,Private room,150,1,0,,,1,155,0,
33898061,环坨小巷民宿，落地窗，采光极好，二层阳台可眺望山景，三层空中花园，空气清新，天然氧吧，期待您的光临！,168632872,Yu,,怀柔区 / Huairou,40.42872,116.58824,Entire home/apt,1615,1,5,2021-10-23,0.31,1,361,4,
33902954,怀柔青龙峡、雁西湖 『惜缘阁小院』,256018079,月明,,怀柔区 / Huairou,40.44819,116.70315,Private room,268,1,1,2020-07-18,0.06,1,63,0,
33914378,靠近雍和宫簋街东直门后海南锣故宫的草园宾馆的双床房，二环内交通便利，通风好可停车，,249124240,毓琦,,东城区,39.94187,116.42199,Private room,318,1,10,2021-07-23,0.31,10,365,5,
33915376,夜阑星舍民宿（射手座）--数星星的院子,166565636,静,,延庆县 / Yanqing,40.54444,116.37347,Entire home/apt,2980,1,2,2020-09-13,0.11,3,180,0,
33916587,竹院——怀柔不夜谷@虹鳟鱼一条沟@景区：雁栖湖，神堂峪，慕田峪，红螺寺，青龙峡@四居室带露台私密小院,255971999,舍,,怀柔区 / Huairou,40.41259,116.59986,Entire home/apt,3371,1,0,,,6,89,0,
33919465,世园会 野鸭湖 八达岭 世园人家壹号院——庭院双床房,188229944,子安,,延庆县 / Yanqing,40.42662,115.89642,Private room,710,1,0,,,7,89,0,
33922063,【后河左舍轰趴馆风景别墅】整包/石京龙滑雪场200米龙庆峡冰灯5公里天然气集中供暖地暖室内温度28度,256164959,书生,,延庆县 / Yanqing,40.52031,115.96118,Entire home/apt,2670,1,10,2021-06-08,0.32,1,180,4,
33929560,原乡美利坚度假别墅,256209312,郝儿,,延庆县 / Yanqing,40.46194,115.77781,Entire home/apt,3880,1,3,2021-03-30,0.10,1,90,1,
33945280,北京市怀柔区雁栖湖阳婷小墅别墅,255895937,婷婷,,怀柔区 / Huairou,40.30045,116.73716,Entire home/apt,1580,1,7,2019-12-13,0.22,1,365,0,
33946898,桃院——怀柔不夜谷@虹鳟鱼一条沟@景区：雁栖湖，神堂峪，慕田峪，红螺寺，青龙峡@四居带露台私密小院,255971999,舍,,怀柔区 / Huairou,40.41122801815261,116.60167602703856,Entire home/apt,3371,1,2,2021-09-16,0.07,6,88,1,
33946939,延庆LIULI【独栋别墅】可住12人 离北京世园会5分钟车程 下高速两分钟可到达 ［烧烤聚会麻将机］,197875129,Cofa,,延庆县 / Yanqing,40.40911,115.92707,Entire home/apt,2799,1,11,2019-10-05,0.34,1,179,0,
33947276,【整套四合院】北京顺义‖舞彩浅山‖高端民宿‖灰墙黛瓦‖农村生活‖诗和远方,226787710,合舍,,顺义区 / Shunyi,40.26615,116.81111,Entire home/apt,4000,1,0,,,1,0,0,
33947289,栗院——怀柔不夜谷@虹鳟鱼一条沟@景区：雁栖湖，神堂峪，慕田峪，红螺寺，青龙峡@榻榻米三居私密小院,255971999,舍,,怀柔区 / Huairou,40.42202,116.59523,Entire home/apt,2371,1,2,2021-09-19,0.06,6,89,1,
33948143,鱼院——怀柔不夜谷@虹鳟鱼一条沟@景区：雁栖湖，神堂峪，慕田峪，红螺寺，青龙峡@榻榻米三居私密小院,255971999,舍,,怀柔区 / Huairou,40.42361,116.59704,Private room,2371,1,0,,,6,87,0,
33948707,棠院——怀柔不夜谷@虹鳟鱼一条沟@景区：雁栖湖，神堂峪，慕田峪，红螺寺，青龙峡@大床房三居私密小院,255971999,舍,,怀柔区 / Huairou,40.42336,116.59532,Entire home/apt,1914,1,4,2021-10-04,0.12,6,87,2,
33955020,房山云居寺近十渡拥有私人泳池山景独栋小院園野之丘parkview villa精品民宿派对烧烤聚会包院,46811611,Si,,房山区,39.60546,115.79748,Entire home/apt,4288,1,11,2021-08-21,0.35,1,0,2,
33973134,世园会 八达岭 野鸭湖 世园人家壹号院——豪华大床房,188229944,子安,,延庆县 / Yanqing,40.42502,115.89789,Private room,574,1,0,,,7,90,0,
33973211,世园会 八达岭 野鸭湖 世园人家壹号院——景观大床房,188229944,子安,,延庆县 / Yanqing,40.42543,115.89683,Private room,710,1,0,,,7,89,0,
33981603,幽闲境.清欢庭 精品民宿,142040332,宇,,延庆县 / Yanqing,40.51735,115.94001,Entire home/apt,3886,1,8,2020-08-24,0.25,4,364,0,
33982534,北京五渡泳池草坪墅,256148061,德民,,房山区,39.63762,115.64325,Entire home/apt,15000,1,2,2021-05-03,0.07,1,365,1,
33986795,青山绿水，安静休闲！,256622853,代雨,,怀柔区 / Huairou,40.33507,116.50844,Entire home/apt,3926,1,8,2021-01-01,0.25,1,180,2,
33999225,Wangshan Villa-Grey House by Ming Dynasty Tombs,66853077,Heather,,昌平区,40.31137,116.20052,Entire home/apt,1914,1,15,2021-10-06,0.53,3,362,4,
34001519,美宿联盟 私汤泡池、火锅、烧烤、k歌、沙坑、滑梯、全屋地暖，轻奢极简七月山舍,256738588,小菲,,怀柔区 / Huairou,40.38025,116.43116,Entire home/apt,2510,1,27,2021-12-03,0.84,4,142,12,
34008192,游清凉谷、黑龙潭、云蒙山住霞客居3号店,187386039,文凯,,密云县 / Miyun,40.54236,116.82053,Entire home/apt,1817,1,0,,,13,272,0,
34024346,世园会 八达岭 野鸭湖 世园人家壹号院——豪华标准间,188229944,子安,,延庆县 / Yanqing,40.42514,115.89671,Private room,574,1,1,2019-11-15,0.04,7,90,0,
34026080,十渡山景整栋六室一厅,209918111,严宝温,,房山区,39.63203,115.59203,Private room,1088,1,0,,,3,365,0,
34029808,金海湖理想房屋,255313795,全利,,平谷区 / Pinggu,40.17581,117.30096,Private room,288,1,1,2021-03-12,0.10,1,65,1,
34033022,这里是一个温馨的小院！舒适安静！交通方便！里景点开车四五分钟可到！坐公交也方便！,256974444,小红,,密云县 / Miyun,40.63077,117.25196,Private room,128,1,1,2019-05-03,0.03,1,30,0,
34051009,古崖居原乡美利坚度假村,257121648,孙孙孙,,延庆县 / Yanqing,40.46024,115.77516,Entire home/apt,800,1,4,2019-11-06,0.12,1,336,0,
34053650,北京房山十渡风景区 独立小院 六室一厅  家庭聚会  朋友轰趴,257142737,齐,,房山区,39.63265,115.59223,Entire home/apt,1535,1,1,2021-06-11,0.15,4,364,1,
34065790,庭栖慧舍162号院一昌平民宿/十三陵镇仙人洞村/蟒山森林公园神路 燕子湖乐多港居庸关花海 政法大学,138993926,庭栖,,昌平区,40.24812,116.24271,Entire home/apt,806,1,3,2020-08-01,0.09,11,331,0,
34065850,四合院大床房,257249123,悦欣居,,延庆县 / Yanqing,40.36593,115.99556,Private room,280,1,8,2021-10-03,0.25,6,0,3,
